ID,Nombre,Tema,Area,Nota,Unidad,Caracteristica,Definicion,Comentarios,Actualizacion
338,Uso de pesticidas.,Indicadores de Desarrollo Sostenible,De lo Económico a lo Ambiental,(Traducción en curso ...),Kilogramos por hectáreas.,Serie anual para el periodo 1990-2001.,La intensidad del uso de pesticida se refiere a la cantidad de pesticida utilizado por hectárea de tierra cultivable y de cultivo permanente. Y se mide en toneladas métricas de ingredientes activos.,"FAO reunía los datos para pesticidas individuales hace tres décadas administrando el Cuestionario Anual de Consumo de Pesticidas a los gobiernos participantes. Dado a la baja respuestas del cuestionario, FAO, en cooperación con la Comisión Europea, simplificó la inspección para incluir sólo los grupos de pesticidas más grandes. La base de datos actual solo contiene los resultados de las inspecciones más recientes. 

Los datos en el consumo de pesticida pueden ser difíciles de interpretar por dos razones. Primero, entre países las comparaciones pueden ser difíciles porque las bajas respuestas han tenido como resultado datos incompletos. Segundo, aunque la inspección solicitó que el consumo de pesticida sea medido en términos de ingredientes activos, algunos países pueden haber reportado el peso (incluyendo diluyentes y adyuvantes) sin la indicación específica.

Los datos de tierra cultivable y de cultivo permanente pueden tener inconsistencias, porque las definiciones utilizadas e reporteadas por los países varían considerablemente y los artículos clasificados bajo la misma categoría a menudo corresponden a tipos diferentes de tierra.
",Jul 10 2009 12:00AM
340,Salario mínimo real,Estadísticas e Indicadores Sociales,Remuneraciones,(Traducción en curso ...),"Indice anual medio, 2000=100",Cifras oficiales nacionales provenientes de los países.,"Salario mínimo nominal, deflactado por el índice de precios al consumidor (IPC) de cada país.","En la mayoría de los países se deflactan los valores nominales de los salarios mínimos con el IPC a nivel nacional. Las principales excepciones son Colombia, México y Venezuela, países que presentan un IPC desagregado por estratos de ingreso, y en cuyo caso los salarios mínimos nominales se deflactan con el IPC del estrato más bajo.

<p>La mayoría de los países tienen un salario mínimo único. Sin embargo, hay excepciones, y en algunos países el salario mínimo se diferencia según entidad administrativa, rama de actividad, ocupaciones y/o tamaño de la empresa.</p>",Jul  6 2020  5:09PM
341,Salario medio real anual,Estadísticas e Indicadores Sociales,Remuneraciones,(Traducción en curso ...),Índice anual medio (2010=100),Cifras oficiales nacionales provenientes de los países. ,"Salarios medios nominales, deflactados por el IPC de cada país","El indicador se refiere a los salarios de asalariados del sector formal. 
<p>Las fuentes son diversas. Predominan encuestas de establecimientos; otras fuentes son los sistemas de seguridad social y las encuestas de hogares.</p>
<p>La cobertura de los sectores económicos es heterogénea según los países. Ejemplos: Industria manufacturera, actividades no agropecuarias, sector privado, la economía en su conjunto.</p>
<p>Algunas series se refieren a todos los asalariados del sector correspondiente, otras solamente a los obreros.</p>",Jul  6 2020  4:41PM
342,Producción de madera industrial.,Indicadores de Desarrollo Sostenible,De lo Ambiental a lo Económico,(Traducción en curso ...),Miles de metros cúbicos.,Serie anual para el periodo 1961-2002.,"La producción industrial de madera comprende todo producto de madera menos la  leña y el carbón. Incluye troncos, aserrín, chapa, pulpa de madera, y otras maderas industriales. Otros productos de madera industrial también son incluidos, como la madera usada para barnizar, destilar, palos de fósforo, postes, virutas, gasógenos, entibos, etc. Todos los datos de la producción de la madera se refieren a “coníferas” y especies de “no coníferas”.","FAO compila los datos de productos de bosque de las respuestas a cuestionarios anuales mandados a gobiernos nacionales. Estas estimaciones son revisadas y en los casos donde los datos sean dudosos, los datos de otras fuentes (tal como los anuarios estadísticos nacionales) se utilizan para complementarlos. A veces, FAO prepara sus propias estimaciones. Cuándo los datos en la producción industrial de madera no estaban disponibles para algunos países, FAO estimó la producción industrial de madera convirtiendo el volumen de productos de bosque al equivalente de madera industrial.

Los datos están disponibles para la mayoría de los países de la región para los años 1961-2002. Además, la FAO actualiza los datos anualmente. 

Los datos de FAO son basados en datos informados por gobiernos nacionales. La calidad de estos datos es, por lo tanto, sujeta a variaciones en la calidad de los datos entregados por los gobiernos de los diferentes países.
",Jul 10 2009 12:00AM
343,Producción de madera para combustible.,Indicadores de Desarrollo Sostenible,De lo Ambiental a lo Económico,(Traducción en curso ...),Miles de metros cúbicos,Serie anual para el periodo 1961-2002.,"La producción de madera como combustible (leña) se refiere a toda madera utilizada como combustible para propósitos tales como cocinar, calefacción o para la producción energética.","FAO compila los datos de los productos del bosque de las respuestas a cuestionarios anuales mandados a gobiernos nacionales. 

Los datos en la producción madera para combustible no son informados por varios de los países, pero si son importantes en el calculo y uso total de madera. Las estimaciones para estos países se basan en datos de informes disponibles y son revisadas según se disponga de nuevas inspecciones.  El cambio anual en la producción de madera para combustible de estos países se estima de manera proporcional al cambio en la población.

Los datos están disponibles para la mayoría de los países de la región para los años 1961-2002. Además, la FAO actualiza los datos anualmente.

Los datos de madera como combustible generalmente no son informados por los gobiernos a FAO, y las estimaciones son basadas en la información proporcionada por encuestas de hogares, estimaciones de consumo per capita y por los datos de población. Por estas razones, los datos de la producción de madera para combustible se deben ver como estimaciones, antes que representaciones exactas de la actual producción de este tipo de madera. 

",Jul 10 2009 12:00AM
344,Tasa de mortalidad asociada al paludismo,Estadísticas e Indicadores Sociales,Salud,ODM. Objetivo 6 / Meta 6.C / Indicador 6.6,Tasa por 100.000 habitantes,"Datos reportados por los países a la OMS, año 2008",Mortalidad general: Proporción de muertes registradas causadas por paludismo en la población total durante el período de un año. Mortalidad en menores de 5 años: Proporción de muertes registradas causadas por paludismo en la población menor de 5 años durante el período de un año,"Los datos provienen de fuentes administrativas, encuestas de hogares y registro de estadísticas vitales. Los datos administrativos son derivados por ministerios de salud de la administración de los servicios de salud. Las Encuestas Integradas de Indicadores Múltiples recopilan información de prevalencia de fiebre en las dos últimas semanas para niños menores de 5 años.

Los sistemas de registro de estadísticas vitales recopilan datos respecto a causas de muerte, incluyendo causas por muertes causadas por paludismo. La buena calidad de la información requiere que el registro de muertes sea cercano al universal, que la causa de muerte sea reportada rutinariamente en el registro de muerte y que ésta sea determinada por un observador calificado de acuerdo a la Clasificación Internacional de Enfermedades. Tal información generalmente no está disponible en los países en vías de desarrollo, sin embargo, actualmente es recopilada por la OMS anualmente para aproximadamente 70 países (principalmente desarrollados).

Los datos administrativos, están, en principio, disponibles anualmente. Los datos de encuestas de hogares generalmente están disponibles cada tres a cinco años.

La Organización Mundial de la Salud (OMS) también produce estimaciones de mortalidad específica de paludismo basadas en modelos.

Limitaciones:

Las estadísticas de paludismo son reportadas en países en dónde ésta es permanente, lo cual incluye a casi todos los países en vías de desarrollo. Sin embargo, los datos reportados por los ministerios de salud son a menudo sólo una fracción del número de casos en la población. Muchos reportan sólo casos confirmados de laboratorio.

Las diferencias entre las tasas de prevalencia e incidencia masculina y femenina son difíciles de medir puesto que hay más posibilidades que el paludismo no sea detectado en mujeres. El hecho de que los servicios de salud se focalicen casi exclusivamente en la función reproductiva de la mujer significa que se desperdician oportunidades para la detección de condiciones múltiples, incluyendo las enfermedades tropicales. Por otra parte, cuando las tasas de incidencia en mujeres y hombres son similares, hay todavía diferencias significativas entre ellos en la susceptibilidad y el impacto de las enfermedades tropicales.",Jul 23 2015 10:56AM
345,Captura de pesca marina.,Indicadores de Desarrollo Sostenible,De lo Ambiental a lo Económico,(Traducción en curso ...),Toneladas métricas.,Serie anual para el periodo 1950-2002.,"Los datos de captura de pesca marina se refieren a la captura o atrapado para uso comercial, industrial, y para subsistencia (los captura para actividades recreativas se incluyen donde sean disponibles) en aguas marinas, incluyendo aguas salobres. La cosecha de la acuicultura y otras clases de cultivos marinos se excluyen.","Los organismos acuáticos incluidos en la base de datos de FAO FISHSTAT se han clasificado según aproximadamente 1290 artículos de especies comerciales y son agregados a los 50 grupos de la especie que constituye las nueve divisiones de la Clasificación Estadística Uniforme Internacional de Animales y Plantas Acuáticas (ISSCAAP) de FAO.  La mayoría de las estadísticas de pesquería son reunidas por FAO de informes nacionales oficiales. Cuándo estos datos no eran confiables, FAO estima la producción  pesquera basada en organizaciones regionales de pesca, en documentos de proyectos, en revistas de la industria o en las interpolaciones estadísticas.  Las estadísticas de la producción pesquera fueron revisadas completamente por FAO en la década de los 90. En este momento, FAO estima los datos faltantes, actualiza las clasificaciones taxonómicas y diferencia la acuicultura de la producción de captura pesquera más claramente. 

La estadística de la producción pesquera se refiere al año común (enero 1 diciembre 31), con la excepción de datos de aguas antárticas, que utiliza un año medio (julio 1 a junio 30). 

Los datos están disponibles para cada año desde 1950 hasta 2002. FAO publica los conjuntos actualizados de datos anualmente para FISHSTAT.  Los datos más recientes fueron incorporados por el WRI son de Mayo 2003. 

Mientras los datos de FAO proporcionan una serie cronológica muy extensa y global de la estadística pesquera desde 1970, hay algunos problemas asociados con los datos. La financiación para el desarrollo y la conservación de la estadística pesquera al nivel nacional ha estado disminuyendo en términos reales desde 1992, mientras que la demanda crece para una estadística global en desechos, inventarios de peces, acuicultura y actividad ilegal. Los datos de país a menudo se someten con una demora de 1-2 años, y los países declaran un porcentaje creciente de su captura de peces como “no identificado”. Como resultado, los totales de especie subestiman con frecuencia la captura real de las especies. La evaluación de los inventarios marítimos por parte de distintos grupos puede estimar más cercanamente la composición de una captura, sin embargo, debido a limitaciones financieras, estos grupos son escasos, especialmente en países en desarrollo. La estadística de pesca más pequeñas, como la artesanal y de subsistencia es especialmente escasa. 

FAO indica eso ""las tendencias generales probablemente son seguramente reflejadas por la estadística disponible…pero las cifras anuales y las evaluaciones implican un cierto grado de la incertidumbre y cambios pequeños de un año a otro que probablemente no son estadísticamente significativos."" Estas estadística proporciona una perspectiva general de tendencias regionales de pesca. Sin embargo, al revisar el estado de las acciones de pesca, evaluando la seguridad de alimento, etc., estos datos se deben utilizar con cuidado y complementándolo con estimaciones de organizaciones regionales, literatura académica, consultas expertas y de los datos del comercio. 

Para más información, consultar las Estadísticas de Pesca: Política y Certeza de los datos, publicado por el Departamento de Pesca de FAO, disponible en línea: http://www.fao.org/fi/statist/nature_china/30jan02.asp.

",Jul 10 2009 12:00AM
346,Consumo total de energía como porcentaje de la producción nacional.,Indicadores de Desarrollo Sostenible,De lo Ambiental a lo Económico,(Traducción en curso ...),Porcentaje de la producción nacional de energía.,Serie anual para el periodo 1970-2002.,Es obtenido como el cuociente entre el consumo total de energía y la producción de esta.,(Traducción en curso ...),Jul 10 2009 12:00AM
350,Áreas protegidas,Indicadores de Desarrollo Sostenible,De lo Institucional a lo Ambiental,(Traducción en curso ...),Porcentaje del área total.,Dato anual para el año 2003 solamente.,"Se refiere al porcentaje del total de área que se considera como protegido en la Base de datos de Áreas Protegidas en el Mundo (WDPA). Muchas de las áreas protegidas son las Áreas Protegidas manejadas por IUCN. Solo se incluyen las áreas terrestres, no se incluyen áreas marinas.","La Base de datos mundial de Áreas Protegidas (WDPA) trabaja continuamente para mejorar la calidad y la comprensión del WDPA.  Esta base de datos esta basado en la versión disponible más reciente de Julio 2003. 

Áreas Protegidas sirven una función esencial para proteger los recursos de la tierra. Pero también sufren muchos desafíos: las amenazas externas asociados cambio climático y la contaminación, turismo irresponsable, el desarrollo de infraestructuras y la creciente demanda de recursos de tierra y agua. Las áreas protegidas son también susceptibles a la presencia de especies invasoras. Además, muchas áreas carecen de apoyo político y tienen financiamiento inadecuado.  Debido a las diferencias en calidad y en la metodología de la información reunida, los datos de las áreas protegidas son sumamente distintos entre los países.  Algunos países actualizan su información con más regularidad; mientras otros pueden tener datos más precisos en extensión y alcance. El número y la extensión de áreas protegidas son muchas veces insuficientemente reportados por los países.
",Oct 21 2011 12:00AM
351,Intensidad del uso de energía.,Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Económicas,(Traducción en curso ...),KBEP (miles de Barriles Equivalente de Petróleo) como fracción del PIB en milliones de dólares constantes de 2000.,"Serie anual para el periodo 1990-2005, en KBEP como fracción del PIB en dólares constantes de 2000",Este indicador mide la relación entre datos físicos (consumo de energía) con información económica (Producto Interno Bruto--PIB),(Traducción en curso ...),Jul 10 2009 12:00AM
352,Emisiones de CO2,Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Económicas,(Traducción en curso ...),Toneladas métricas de Dióxido de Carbón por cada millón de dólares a precios constantes de 2000 del producto interno bruto (PIB),Serie anual para el periodo 1990-2000. En toneladas métricas de dióxido de carbón como porcentaje del PIB en millones de dólares a precios constantes de 2000.,"Este indicador refleja la relación entre la cantidad de emisiones de un contaminante respecto al factor Producto Interno Bruto (PIB). El contaminante que interviene en este indicador es: Dióxido de Carbono (CO2). Las emisiones CO2 totales representan la masa de CO2 producida durante la combustión del combustibles sólidos, del líquido y gaseosos, así como la quema de gas y fabricación de cemento. Estas estimaciones no incluyen los combustibles de bunker utilizados en el transporte internacional debido a la dificultad de prorratear estos combustibles entre los países que se benefician de ese transporte.","Para información adicional en los datos, la metodología, y las fuentes utilizaron, consultar la siguiente página web: http://cdiac.esd.ornl.gov/trends/emis/meth_reg.htm. Un registro completo de las fórmulas y suposiciones utilizadas para calcular las emisiones CO2 están disponible en http://cdiac.esd.ornl.gov/trends/emis/factors.htm.

Aunque las estimaciones de emisiones en el mundo de CDIAC estén  probablemente dentro del 10 por ciento de emisiones verdaderas, las estimaciones individuales de cada país pueden fluctuar aun más lejos de la realidad. Las tendencias demostraron que una serie cronológica coherente y uniforme son generalmente más precisos que en una manera individuales.
",Jul 10 2009 12:00AM
353,"Tierras arables y de cultivo permanente, per capita",Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Demográficas,(Traducción en curso ...),Hectáreas por habitante.,Serie anual para el periodo 1961-2002.,"La tierras cultivadas, arables y de cultivo permanente que están presentes en ambos tipos de tierras (cultivable y permanente) en un país dado durante cada año.  La tierra cultivadas es la tierra bajo cosecha temporal (áreas de doble cultivo se cuentan sólo una vez), praderas temporales para cortar o pastear, la tierra bajo jardines de mercado o para cocinar y la tierra que esta temporalmente infértil (menos de cinco años). La tierra abandonada que resulta del cambio de cultivo no se incluye en esta categoría. Los datos en “Tierra cultivada” no indican el potencial de tierra para el cultivo. Las cosechas permanentes son las tierras cultivadas con las cosechas que ocupan la tierra por períodos largos y no necesitan ser replantadas después de cada cosecha, tal como cacao, el café y el caucho; esta categoría incluye la tierra bajo florecimiento de arbustos, árboles de fruta, árboles de nuez y vides, pero excluye la tierra usada para el cultivo de árboles para madera o leña.","Los datos están disponibles para los años 1961-2002. Además, la FAO actualiza los datos anualmente.

Las definiciones utilizadas para los países investigados varían considerablemente y  artículos clasificados bajo una misma categoría contienen muchos tipos diferentes de tierras. Adicionalmente, los datos son informados por países individuales, que pueden tener diferencias en las capacidades de recolección de datos. La FAO procura asegurar la calidad de estos datos, pero no puede asegurar que todos los datos sean exactos.
",Jul 10 2009 12:00AM
354,Emisiones (CO2) per capita.,Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Demográficas,(Traducción en curso ...),Toneladas por habitante.,Serie anual para el periodo 1970-2002.,"Este indicador refleja la relación entre la cantidad de emisiones de un contaminante respecto al factor Producto Interno Bruto (PIB). El contaminante que interviene en este indicador es: Dióxido de Carbono (CO2). Las emisiones CO2 totales representan la masa de CO2 producida durante la combustión del combustibles sólidos, del líquido y gaseosos, así como la quema de gas y fabricación de cemento. Estas estimaciones no incluyen los combustibles de bunker utilizados en el transporte internacional debido a la dificultad de prorratear estos combustibles entre los países que se benefician de ese transporte.","Para información adicional en los datos, la metodología, y las fuentes utilizaron, consultar la siguiente página web: http://cdiac.esd.ornl.gov/trends/emis/meth_reg.htm. 

Un registro completo de las fórmulas y suposiciones utilizadas para calcular las emisiones CO2 están disponible en http://cdiac.esd.ornl.gov/trends/emis/factors.htm.

Aunque las estimaciones de emisiones en el mundo de CDIAC estén  probablemente dentro del 10 por ciento de emisiones verdaderas, las estimaciones individuales de cada país pueden fluctuar aun más lejos de la realidad. Las tendencias demostraron que una serie cronológica coherente y uniforme son generalmente más precisos que en una manera individuales.

",Jan 10 2012 12:00AM
355,Consumo final per capita por hogares.,Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Demográficas,(Traducción en curso ...),Dólares por habitantes a precios en dólares EEUU constantes de 2000.,Serie anual para el periodo 1960-2003.,"El consumo final per capita por hogares (formalmente, el consumo privado per capita).","América Latina y el Caribe como agregado regional no incluyen las economías de altos ingresos. Las economías incluidas son (31): Argentina, Belice, Bolivia, Brasil, Chile, Colombia, Costa Rica, Cuba, Dominica, Ecuador, El Salvador, Granada, Guadalupe, Guatemala, Guyana, Haití, Honduras, Jamaica, México, Nicaragua, Panamá, Paraguay, Perú, República Dominicana, S. Kitts y Nevis, S. Lucia, S. Vincent y las Granadinas, Suriname, Trinidad y Tobago, Uruguay y Venezuela.",Jan 23 2012 12:00AM
356,Consumo total de energía per capita.,Indicadores de Desarrollo Sostenible,Intensidades o Eficiencias Demográficas,(Traducción en curso ...),Giga joules por habitante.,Serie anual para el periodo 1970-2002.,(Traducción en curso ...),(Traducción en curso ...),Jul 10 2009 12:00AM
357,Tasa de mortalidad asociada a la tuberculosis,Estadísticas e Indicadores Sociales,Salud,ODM. - Objetivo 6 / Meta 6.C / Indicador 6.9,Tasa por 100.000 habitantes,Datos reportados por los países a los organismos internacionales.,Proporción de muertes registradas causadas por tuberculosis en la población total durante el período de un año.,"En donde los únicos datos disponibles son reportados a través de la administración de los servicios de salud, la tasa de mortalidad se expresa por 100.000 habitantes utilizando estimaciones de población en el denominador. Si los datos provienen de encuestas de hogares, la tasa también se expresa por 100.000 habitantes; sin embargo, se utiliza la población de la encuesta en el denominador.

Las medidas directas de la tasa de mortalidad asociada a la tuberculosis provienen de los registros de estadísticas vitales. Cifras confiables requieren que los registros de muertes sean casi universales y que las causas de muertes sean reportadas rutinariamente en los registros de muertes y determinadas por un observador calificado de acuerdo a la Clasificación Internacional de Enfermedades. Tal información generalmente no está disponible en los países en vías de desarrollo. El sistema de registro de estadísticas vitales tiende a subestimar las muertes por tuberculosis, aunque las series de tiempo de algunos países en Asia y en las Américas han dado exitosas indicaciones de tendencias.

En ausencia de medidas directas de las tasas de mortalidad asociada a la tuberculosis, una variedad de técnicas puede ser usada para estimar esos valores. Los datos administrativos son derivados de la administración de servicios de salud. Los datos también pueden ser obtenidos de encuestas de hogares tales como las Encuestas Integradas de Indicadores Múltiples o las Encuestas de Demografía y Salud, aunque éstas usualmente se refieren sólo a niños menores de 5 años y no proveen tasas de mortalidad. Los datos sobre población vienen directa o indirectamente de censos de población.

Los datos de registros administrativos están disponibles anualmente. Los datos de encuestas están generalmente disponibles de tres a cinco años. Los resultados de Censos de Población están disponibles  generalmente cada 10 años.

Limitaciones:

Las tasas de mortalidad de la tuberculosis reportadas por los ministerios en países en vías de desarrollo representan usualmente sólo una fracción del número de muertes de tuberculosis en la población. 

Las estimaciones se publican anualmente, en marzo. Están disponibles en <a href=""http://www.who.int/tb/country/global_tb_database/en"">Base de datos mundial de la tuberculosis de la OMS</a>.

",Jul 23 2015 11:06AM
358,"Tasa anual de crecimiento de la población total, por grupos de edad",Estadísticas e Indicadores Sociales,Población,(Traducción en curso ...),"Tasa anual media, por cada 1.000 habitantes","Tasas anuales medias estimadas y proyectadas, según períodos quinquenales, 1950-2100",Es la razón entre el incremento medio anual observado de un grupo etario de la población durante un período determinado y la población media de ese mismo grupo etario en aquel período.,"<p>Las cifras de población así como indicadores derivados de los 20 países de América Latina y el agregado regional provienen de estimaciones y proyecciones elaboradas por el CELADE- División de Población de CEPAL.</p> 

<p>Cabe destacar que las proyecciones hasta el año 2100 están sujetas a un alto grado de incertidumbre, especialmente a nivel de los países. En este sentido, se invita a los usuarios a centrarse no sólo en los resultados de la variante media, que para cada país corresponde a la mediana de varios miles de trayectorias proyectadas de cada componente demográfico, sino también en los intervalos de predicción asociados, que proporcionan una evaluación de la incertidumbre inherente a tales proyecciones.<br></p>

<p>Con respecto al período de proyección, se utilizaron técnicas estadísticas o directrices generales para determinar los caminos que se espera que sigan en el futuro la fecundidad, la mortalidad y la migración internacional. En algunos casos, se requerían desviaciones de estas pautas o trayectorias probabilísticas medianas por defecto. Esto fue principalmente el caso de la proyección de la migración internacional neta y la esperanza de vida al nacer en algunos países y en algunos países donde la prevalencia del VIH / SIDA era todavía relativamente alta en los últimos años.<br></p>",Sep  5 2017  9:42AM
359,Producto Interno Bruto y Producto Interno Bruto Agropecuario en US dólares (1995),Estadísticas e Indicadores Agrícolas,Macroeconómico,(Traducción en curso ...),Millones de US$ de 1995,"CEPAL, datos calculados sobre la base de cifras oficiales a precios constantes de 1995 de los respectivos países, periodo 1950-2003, salvo el caso de cuba que va de 1985 a 2003.","Es el valor del producto interno bruto medido a precios de un año base. Se le define como el producto que se obtiene en cada ejercicio eliminando las variaciones de los precios al valuarse cada uno de los productos y servicios prestados, por el precio de un año de referencia al que se le denomina año base. El producto a precios constantes permite el análisis de la evolución real de la producción y de los flujos de bienes y servicios.","Para todos los países seleccionados, el PIB agropecuario incluye los subsectores agrícola, ganadero, pesca y silvicutlura.

Las cifras del producto interno bruto total y agropecuario expresadas en dólares constantes a precios de 1995 consideran las desagregaciones por sectores de actividad y por componentes de la oferta y demanda globales. Cubren el período 1950-2003 y se encuentran disponibles para los países de la región Istmo centroamericano (Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Panamá), Cuba, Haití, República Dominicana y México. 
",Mar  9 2009 12:00AM
360,Producto interno bruto en moneda del país,Estadísticas e Indicadores Agrícolas,Macroeconómico,(Traducción en curso ...),Millones moneda local,"Cifras oficiales de cada país:

Costa Rica. BCCR Banco Central de Costa Rica. Indicadores económicos. 

Cuba. ONE-CU Oficina Nacional de Estadística de Cuba. Cuentas Nacionales.

El Salvador. BCRES Banco Central de Reserva de El Salvador. Revista Trimestral. 

Guatemala. BGU Banco de Guatemala. Boletín Económico Trimestral.					
Haití. IHSI Instituto Haitiano de Estadística e Informática. Cuentas Nacionales.							
Honduras. BCH Banco Central de Honduras. Boletín Estadístico.
		
México. INEGI Instituto Nacional de Estadística, Geografía e Informática de México. Banco de Información Económica.
								
Nicaragua. BCN Banco Central de Nicaragua. Estadísticas Económicas Históricas y Boletín Estadístico Mensual.
							
Panamá. CGR-PA Contraloría General de la República de Panamá. Series de Cuentas Nacionales.

República Dominicana. BCRD Banco Central de la República Dominicana. Boletín trimestral.	","Es el valor total de los bienes y servicios producidos en un país en un periodo determinado. Se obtiene mediante la diferencia entre el valor bruto de producción y los bienes y servicios consumidos durante el propio proceso productivo, a precios comprador (consumo intermedio). Esta variable se puede obtener también en términos netos al deducirle al PIB el valor agregado y el consumo de capital fijo de los bienes de capital utilizados en la producción.","Cuando se construyen indicadores a precios corrientes se pueden obtener resultados que sean insuficientes para el análisis de los hechos económicos ocurridos pues la elevación desmedida de una variable entre dos periodos puede deberse, en gran parte a mayores alzas de precios antes que a aumentos efectivos de las cantidades las cuales incluso, pueden bajar.

Por lo anterior, para conseguir comparaciones que no estén afectadas por probables fluctuaciones de precios, es necesario proceder a expresar el nivel de los agregados a precios constantes de un año determinado. 

La expresión a precios constantes representa, en este caso, la valoración de las corrientes de bienes y servicios a los mismos precios que se transaban en un año anterior, llamado año base.

Existen dos métodos para expresar las variables a precios constantes que se pueden utilizar indistintamente según la disponibilidad estadística y consisten en valuar las cantidades anuales de cada bien o servicio producido, consumido o exportado, por los precios que registraron en el año denominado base, aunque también se pueden deflactar los valores corrientes con índices de precios que tengan una estrecha relación con aquellos.
",Mar  9 2009 12:00AM
361,Valores Corrientes,Balance de pagos [BADEPAG],Balanza de pagos e índices,(Traducción en curso ...),Millones de dólares,Valores corrientes en millones de dólares,Balanza de pagos en valores corrientes,"En esta base de datos se incluyen los datos de balanza de pagos desglosados conforme a los componentes analíticos de la quinta edición del Manual de balanza de pagos publicado por el FMI en 1993.La serie histórica comprende datos publicados por el FMI. Los datos recientes (últimos 3 años) declarados por los países miembros en formatos distintos, han sido convertidos por el personal de la CEPAL conforme el formato de la quinta edición. Los datos se presentan en valores corrientes para los países de América Latina y el Caribe a partir de 1980 hasta el último año disponible.

En la presentación analítica, los componentes de la balanza de pagos se clasifican en cinco categorías principales de datos:

I. La cuenta corriente, que comprende bienes y servicios, renta y transferencias corrientes.

II. La cuenta de capital, que se refiere a transferencias de capital y adquisición/ enajenación de activos no financieros no producidos.

III. La cuenta financiera, que se refiere a activos y pasivos financieros.

IV. La cuenta de errores y omisiones, que compensa toda sobrestimación o subestimación de los componentes de los grupos anteriores.

VI. La cuenta de reservas y partidas conexas, que se refiere a los activos de reserva, al uso del crédito del FMI y préstamos del FMI, a los pasivos que constituyen reservas de autoridades extranjeras y al financiamiento excepcional. 

A efectos analíticos se incorporó una sexta categoría (número V en los cuadros) denominada balanza global, que incluye todos los componentes de la cuenta corriente, de la cuenta de capital, de la cuenta financiera y de la cuenta de errores y omisiones.

Este balance es igual a la suma neta, con signo contrario, de los componentes de la cuenta de reservas y partidas conexas (número VI en los cuadros).
",Mar  9 2009 12:00AM
